,Date,Open,High,Low,Close,Adj Close,Volume,ticker,stock_name,team_rank,presentation_date,projection_date,presentation_year,reported_presentation_day_price,estimate_df,presentation_day,projection_day,first_day_price,price_ratio
1076,2020-08-03,97.36000061035156,98.27999877929688,96.47000122070312,97.4000015258789,97.4000015258789,892600.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.2509632771943426
1077,2020-08-04,97.26000213623047,100.69999694824219,97.26000213623047,99.36000061035156,99.36000061035156,1444200.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.2761366533709166
1078,2020-08-05,100.30000305175781,101.11000061035156,99.44999694824219,100.36000061035156,100.36000061035156,954200.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.2889802186439825
1079,2020-08-06,99.68000030517578,101.1500015258789,99.18000030517578,100.6500015258789,100.6500015258789,1085500.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.2927048643318066
1080,2020-08-07,99.76000213623047,100.63999938964844,99.11000061035156,100.27999877929688,100.27999877929688,859700.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.2879527099048667
1081,2020-08-10,100.51000213623047,102.7699966430664,100.51000213623047,102.19999694824219,102.19999694824219,1375100.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.312612331711883
1082,2020-08-11,103.0,104.83000183105469,102.5,103.98999786376953,103.98999786376953,1383800.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.335602325309306
1083,2020-08-12,104.69999694824219,106.73999786376953,104.36000061035156,106.23999786376953,106.23999786376953,1484400.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.3645003471737043
1084,2020-08-13,105.45999908447266,105.86000061035156,104.08000183105469,104.36000061035156,104.36000061035156,831100.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.3403544797362459
1085,2020-08-14,104.5999984741211,104.93000030517578,103.58999633789062,104.3499984741211,104.3499984741211,575800.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.3402260166467
1086,2020-08-17,104.2699966430664,106.4000015258789,104.2699966430664,105.62000274658203,105.62000274658203,1178600.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.3565373994171244
1087,2020-08-18,106.87000274658203,107.43000030517578,105.66000366210938,106.62999725341797,106.62999725341797,1236500.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.3695093297911098
1088,2020-08-19,107.06999969482422,107.5,105.70999908447266,106.77999877929688,106.77999877929688,788300.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.3714358841797951
1089,2020-08-20,105.69999694824219,107.66000366210938,105.41000366210938,106.12000274658203,106.12000274658203,640800.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.3629591820536573
1090,2020-08-21,106.12999725341797,107.41000366210938,105.63999938964844,106.91999816894531,106.91999816894531,677400.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.3732339754789342
1091,2020-08-24,107.80000305175781,108.9800033569336,106.94000244140625,108.80000305175781,108.80000305175781,651800.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.397379940905019
1092,2020-08-25,108.81999969482422,109.30999755859375,106.98999786376953,107.04000091552734,107.04000091552734,657200.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.3747752385876075
1093,2020-08-26,106.87999725341797,107.66000366210938,106.36000061035156,107.2300033569336,107.2300033569336,605800.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.3772155473458507
1094,2020-08-27,107.77999877929688,108.41000366210938,106.26000213623047,106.54000091552734,106.54000091552734,736200.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.3683534559510746
1095,2020-08-28,107.08999633789062,107.88999938964844,106.44999694824219,107.25,107.25,624400.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.3774723755363163
1096,2020-08-31,107.29000091552734,107.7699966430664,106.18000030517578,106.93000030517578,106.93000030517578,1021800.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.3733624385684802
1097,2020-09-01,106.61000061035156,109.1500015258789,105.9000015258789,108.58000183105469,108.58000183105469,1087700.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.3945543408667642
1098,2020-09-02,108.48999786376953,109.05999755859375,106.63999938964844,108.5999984741211,108.5999984741211,1098300.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.3948111690572298
1099,2020-09-03,108.58000183105469,108.58999633789062,104.27999877929688,106.31999969482422,106.31999969482422,925200.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.3655278559128199
1100,2020-09-04,106.66000366210938,108.12000274658203,104.29000091552734,105.58000183105469,105.58000183105469,625500.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.3560236450475667
1101,2020-09-08,104.23999786376953,107.11000061035156,103.44000244140625,104.62000274658203,104.62000274658203,1336900.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.3436938341440585
1102,2020-09-09,105.01000213623047,105.83999633789062,103.91999816894531,105.1500015258789,105.1500015258789,1914700.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.3505009080606032
1103,2020-09-10,105.0,106.47000122070312,102.37000274658203,102.45999908447266,102.45999908447266,1029100.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.3159516861196954
1104,2020-09-11,102.88999938964844,103.05000305175781,101.08999633789062,101.62999725341797,101.62999725341797,1279800.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.3052915034257804
1105,2020-09-14,101.86000061035156,105.08999633789062,101.72000122070312,104.80000305175781,104.80000305175781,1108300.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.3460056798127555
1106,2020-09-15,105.98999786376953,106.44000244140625,104.76000213623047,105.01000213623047,105.01000213623047,914600.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.348702816761464
1107,2020-09-16,105.69000244140625,106.0,104.31999969482422,104.51000213623047,104.51000213623047,948500.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.3422810341249312
1108,2020-09-17,103.2300033569336,104.2300033569336,102.1500015258789,102.98999786376953,102.98999786376953,839300.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.32275876003624
1109,2020-09-18,102.45999908447266,104.75,102.44999694824219,103.06999969482422,103.06999969482422,1224500.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.3237862687753559
1110,2020-09-21,102.11000061035156,102.11000061035156,99.37999725341797,101.12000274658203,101.12000274658203,1251600.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.298741355688328
1111,2020-09-22,104.4000015258789,105.77999877929688,103.51000213623047,104.30000305175781,104.30000305175781,1778900.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.3395838971762226
1112,2020-09-23,108.27999877929688,108.8499984741211,105.86000061035156,105.93000030517578,105.93000030517578,3925400.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.3605188732954143
1113,2020-09-24,100.0999984741211,100.25,91.69999694824219,94.27999877929688,94.27999877929688,7406400.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.2108913182664713
1114,2020-09-25,95.25,95.51000213623047,92.5,94.02999877929688,94.02999877929688,3435000.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.2076804269482049
1115,2020-09-28,95.87999725341797,96.27999877929688,94.44000244140625,95.05000305175781,95.05000305175781,1685700.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.220780918400363
1116,2020-09-29,94.70999908447266,94.88999938964844,92.6500015258789,93.08000183105469,93.08000183105469,2104200.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.1954790791342431
1117,2020-09-30,93.02999877929688,93.48999786376953,91.13999938964844,91.91000366210938,91.91000366210938,2718800.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.1804521312820264
1118,2020-10-01,92.83999633789062,93.52999877929688,91.12999725341797,93.48999786376953,93.48999786376953,1764600.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.2007448899421143
1119,2020-10-02,93.55000305175781,95.86000061035156,93.02999877929688,95.55000305175781,95.55000305175781,2556300.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.227202701036896
1120,2020-10-05,96.94999694824219,99.19000244140625,96.45999908447266,97.91000366210938,97.91000366210938,2243600.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.2575135229204217
1121,2020-10-06,98.81999969482422,98.83999633789062,93.0,93.1500015258789,93.1500015258789,2021200.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.1963781247838126
1122,2020-10-07,93.86000061035156,95.04000091552734,93.44000244140625,94.0999984741211,94.0999984741211,1542100.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.2085794725977745
1123,2020-10-08,94.56999969482422,96.0999984741211,93.52999877929688,95.94000244140625,95.94000244140625,764100.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.2322116836543016
1124,2020-10-09,96.80000305175781,97.29000091552734,94.6500015258789,94.95999908447266,94.95999908447266,2174900.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.2196249465717013
1125,2020-10-12,94.9800033569336,95.19999694824219,92.48999786376953,92.51000213623047,92.51000213623047,1878900.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.1881582508481405
1126,2020-10-13,92.5199966430664,95.44000244140625,92.12000274658203,93.12999725341797,93.12999725341797,2132500.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.1961211986047204
1127,2020-10-14,93.73999786376953,93.91999816894531,91.30999755859375,91.58000183105469,91.58000183105469,1963400.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.1762137312246441
1128,2020-10-15,90.5,93.7300033569336,90.25,93.12000274658203,93.12000274658203,1674300.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.1959928335038008
1129,2020-10-16,93.37999725341797,94.33000183105469,92.51000213623047,93.73999786376953,93.73999786376953,1251800.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.2039557812603807
1130,2020-10-19,94.76000213623047,95.76000213623047,91.93000030517578,92.04000091552734,92.04000091552734,1063600.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.1821217594916194
1131,2020-10-20,92.23999786376953,92.7699966430664,91.08000183105469,91.12999725341797,91.12999725341797,1178300.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.1704340680585885
1132,2020-10-21,93.06999969482422,93.88999938964844,89.68000030517578,89.80999755859375,89.80999755859375,1083600.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.1534805658176868
1133,2020-10-22,89.52999877929688,91.68000030517578,89.0,91.41999816894531,91.41999816894531,1075500.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.174158713746413
1134,2020-10-23,91.91999816894531,92.04000091552734,89.58999633789062,90.94999694824219,90.94999694824219,950200.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.1681222223898917
1135,2020-10-26,90.13999938964844,90.3499984741211,87.2699966430664,88.79000091552734,88.79000091552734,1317300.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.1403801723541551
1136,2020-10-27,89.13999938964844,89.43000030517578,87.25,87.44000244140625,87.44000244140625,1267300.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.1230413788332416
1137,2020-10-28,85.02999877929688,88.45999908447266,84.69999694824219,87.87999725341797,87.87999725341797,1414000.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.1286924809211245
1138,2020-10-29,87.52999877929688,88.73999786376953,86.47000122070312,88.20999908447266,88.20999908447266,1381500.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.1329308809785066
1139,2020-10-30,87.41000366210938,88.44000244140625,85.79000091552734,86.44000244140625,86.44000244140625,1322600.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.1101978135601758
1140,2020-11-02,87.19999694824219,89.16000366210938,87.11000061035156,89.08000183105469,89.08000183105469,1174100.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.1441048180419795
1141,2020-11-03,90.12999725341797,93.95999908447266,90.12999725341797,93.12000274658203,93.12000274658203,1154700.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.1959928335038008
1142,2020-11-04,91.8499984741211,94.19000244140625,91.54000091552734,91.55000305175781,91.55000305175781,1056600.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.1758284399446326
1143,2020-11-05,92.91999816894531,94.2699966430664,92.44000244140625,93.31999969482422,93.31999969482422,718100.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.1985615073629634
1144,2020-11-06,93.62999725341797,93.76000213623047,92.11000061035156,92.75,92.75,682600.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.1912406790768608
1145,2020-11-09,96.69999694824219,101.16000366210938,95.83999633789062,95.97000122070312,95.97000122070312,1499000.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.2325969749343133
1146,2020-11-10,96.20999908447266,96.6500015258789,92.94000244140625,94.30999755859375,94.30999755859375,1367600.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.211276609546483
1147,2020-11-11,94.38999938964844,94.93000030517578,92.69999694824219,93.41999816894531,93.41999816894531,1171400.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.1998458442925446
1148,2020-11-12,92.87999725341797,93.95999908447266,91.66000366210938,93.0999984741211,93.0999984741211,1083100.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.1957359073247087
1149,2020-11-13,93.87000274658203,95.70999908447266,93.77999877929688,95.4800033569336,95.4800033569336,924800.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.2263036553873266
1150,2020-11-16,97.27999877929688,98.2300033569336,95.08999633789062,97.58999633789062,97.58999633789062,886000.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.253403487963959
1151,2020-11-17,96.79000091552734,96.79000091552734,94.30999755859375,94.7300033569336,94.7300033569336,1211700.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.2166709814325272
1152,2020-11-18,94.52999877929688,95.55000305175781,92.72000122070312,92.81999969482422,92.81999969482422,1394800.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.1921397247264305
1153,2020-11-19,92.68000030517578,94.55000305175781,92.05999755859375,94.52999877929688,94.52999877929688,959400.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.214102209584738
1154,2020-11-20,94.45999908447266,95.37000274658203,93.76000213623047,94.55000305175781,94.55000305175781,1176000.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.2143591357638301
1155,2020-11-23,95.5,97.19999694824219,94.87999725341797,96.44000244140625,96.44000244140625,1249100.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.2386334662908345
1156,2020-11-24,97.36000061035156,97.81999969482422,95.81999969482422,96.04000091552734,96.04000091552734,1083200.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.233496020583883
1157,2020-11-25,95.19999694824219,95.7699966430664,93.94000244140625,95.29000091552734,95.29000091552734,834600.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.2238633466290834
1158,2020-11-27,95.54000091552734,96.87000274658203,94.87999725341797,95.37000274658203,95.37000274658203,394100.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.2248908553681992
1159,2020-11-30,94.91000366210938,95.94999694824219,92.6500015258789,93.4800033569336,93.4800033569336,986100.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.2006165248411946
1160,2020-12-01,94.43000030517578,96.30999755859375,93.56999969482422,96.13999938964844,96.13999938964844,1301800.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.2347803575134642
1161,2020-12-02,95.47000122070312,96.69000244140625,93.30000305175781,96.47000122070312,96.47000122070312,1414200.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.2390187575708462
1162,2020-12-03,96.2699966430664,97.33999633789062,95.6500015258789,96.2699966430664,96.2699966430664,882100.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.236449985723057
1163,2020-12-04,96.62000274658203,97.08999633789062,95.6500015258789,96.5,96.5,1007400.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.239404048850858
1164,2020-12-07,96.43000030517578,97.30000305175781,95.58000183105469,96.05999755859375,96.05999755859375,1112500.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.2337528487743485
1165,2020-12-08,95.18000030517578,95.7699966430664,93.9000015258789,94.37999725341797,94.37999725341797,1219700.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.2121756551960527
1166,2020-12-09,92.87000274658203,95.08999633789062,92.16000366210938,94.87000274658203,94.87000274658203,1527100.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.2184690727316663
1167,2020-12-10,94.23999786376953,95.22000122070312,93.55000305175781,94.33999633789062,94.33999633789062,737900.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.2116619008264948
1168,2020-12-11,93.9000015258789,94.94999694824219,93.38999938964844,93.93000030517578,93.93000030517578,807700.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.2063960900186237
1169,2020-12-14,94.94000244140625,95.41000366210938,92.30000305175781,92.54000091552734,92.54000091552734,1455900.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.1885435421281523
1170,2020-12-15,93.87999725341797,96.37999725341797,93.80999755859375,96.12999725341797,96.12999725341797,1061900.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.234651894423918
1171,2020-12-16,96.54000091552734,99.55000305175781,96.16000366210938,99.08000183105469,99.08000183105469,1567900.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.2725404707726384
1172,2020-12-17,98.72000122070312,99.9000015258789,97.01000213623047,99.79000091552734,99.79000091552734,1545000.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.28165939035788
1173,2020-12-18,99.37000274658203,100.44000244140625,97.94000244140625,98.25,98.25,3965300.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.2618802880787232
1174,2020-12-21,97.5199966430664,100.68000030517578,97.20999908447266,100.45999908447266,100.45999908447266,2899700.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.2902645555735637
1175,2020-12-22,96.62000274658203,98.83000183105469,91.83000183105469,92.33000183105469,92.33000183105469,9158500.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.1858464051794437
1176,2020-12-23,92.94000244140625,94.01000213623047,92.0,93.18000030517578,93.18000030517578,2539300.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.1967634160638243
1177,2020-12-24,93.27999877929688,93.47000122070312,91.25,92.30000305175781,92.30000305175781,1042300.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.185461113899432
1178,2020-12-28,92.83999633789062,92.83999633789062,90.87999725341797,91.0,91.0,1346100.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.1687644398489956
1179,2020-12-29,91.01000213623047,92.44999694824219,90.30000305175781,92.23999786376953,92.23999786376953,1225100.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.184690433350782
1180,2020-12-30,91.79000091552734,94.8499984741211,91.75,94.62000274658203,94.62000274658203,1307800.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.2152581814133998
1181,2020-12-31,94.18000030517578,95.0,92.88999938964844,94.45999908447266,94.45999908447266,1171100.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.2132031639351684
1182,2021-01-04,94.30000305175781,94.37000274658203,92.12999725341797,93.30000305175781,93.30000305175781,1665400.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.1983046791724978
1183,2021-01-05,93.23999786376953,94.30999755859375,92.36000061035156,94.19999694824219,94.19999694824219,1532400.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.2098638095273557
1184,2021-01-06,94.05000305175781,98.33999633789062,94.05000305175781,97.95999908447266,97.95999908447266,1710400.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.258155642390899
1185,2021-01-07,98.62000274658203,100.61000061035156,97.43000030517578,100.30000305175781,100.30000305175781,1819300.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.288209636083959
1186,2021-01-08,100.33000183105469,103.1500015258789,100.33000183105469,102.0999984741211,102.0999984741211,1608100.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.3113279947823016
1187,2021-01-11,101.04000091552734,104.70999908447266,100.87999725341797,104.63999938964844,104.63999938964844,1049400.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.343950662334524
1188,2021-01-12,104.26000213623047,106.63999938964844,103.86000061035156,106.5,106.5,1321400.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.367839701581517
1189,2021-01-13,106.66000366210938,108.22000122070312,105.44000244140625,105.48999786376953,105.48999786376953,1289000.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.3548676732189049
1190,2021-01-14,105.93000030517578,107.2300033569336,105.2300033569336,106.3499984741211,106.3499984741211,973400.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.3659131471928316
1191,2021-01-15,105.37999725341797,107.0,104.86000061035156,106.44000244140625,106.44000244140625,1028800.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.3670691190214934
1192,2021-01-19,108.97000122070312,116.69999694824219,107.30000305175781,116.43000030517578,116.43000030517578,2771800.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.4953763086626062
1193,2021-01-20,117.05999755859375,124.91000366210938,116.7699966430664,122.79000091552734,122.79000091552734,4015400.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.5770613916383953
1194,2021-01-21,122.93000030517578,123.69999694824219,119.86000061035156,120.29000091552734,120.29000091552734,1961200.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.5449524784557307
1195,2021-01-22,119.77999877929688,120.4800033569336,117.69999694824219,118.63999938964844,118.63999938964844,1349600.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.5237605761574466
1196,2021-01-25,119.0199966430664,122.11000061035156,118.6500015258789,120.95999908447266,120.95999908447266,1777500.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.5535576436714142
1197,2021-01-26,121.26000213623047,128.5800018310547,121.08000183105469,127.79000091552734,127.79000091552734,2606100.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.6412792180037248
1198,2021-01-27,125.80999755859375,126.19999694824219,120.31999969482422,121.44999694824219,121.44999694824219,2598100.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.5598509632184012
1199,2021-01-28,121.48999786376953,123.52999877929688,120.20999908447266,121.29000091552734,121.29000091552734,1785600.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.5577960437287965
1200,2021-01-29,120.33999633789062,120.9800033569336,116.7699966430664,117.77999877929688,117.77999877929688,1508500.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.5127151021835197
1201,2021-02-01,119.61000061035156,120.0,116.73999786376953,116.91000366210938,116.91000366210938,1552900.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.5015412631086735
1202,2021-02-02,118.16000366210938,123.55999755859375,117.55999755859375,123.04000091552734,123.04000091552734,1360100.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.5802722829566618
1203,2021-02-03,122.81999969482422,124.08999633789062,121.29000091552734,123.30999755859375,123.30999755859375,880800.0,KMX,Carmax,,2019-04-30,2022-04-30,2019,75.94,0,0,0,77.86000061035156,1.5837400024653938
